Are there criminals in it? 
Are witches part of the story? 
Did it inspire a line of toys? 
Did it make you cry?
Did it make you jump? 
Did it spawn a catch phrase? 
Did it stir up controversy?
Did it win a Best Picture award?
Did you like the ending? 
Do you think it's funny? 
Does it deal with racism? 
Does it explore fringe culture? 
Does it feature a determined female character? 
Does it feature dancing? 
Does it feature memorable music? 
Does it have a cult following? 
Does it have a famous cast? 
Does it have a famous director? 
Does it have a happy ending? 
Does it have a lot of nudity? 
Does it have a memorable quote? 
Does it have a popular soundtrack? 
Does it have a sequel?
Does it have an award winning character? 
Does it have Mob connections? 
Does it have wacky characters? 
Does it involve a murder? 
Does it involve advanced technology? 
Does it involve aliens? 
Does it involve animals?
Does it involve college students? 
Does it involve imprisonment? 
Does it involve magic? 
Does it make you think? 
Does it remind you of your childhood? 
Does it take place in North America? 
Does someone die? 
Does someone get betrayed? 
Does the title have a person's name in it? 
Has it won an Oscar? 
Is it a bloody affair? 
Is it a chick flick?
Is it a classic? 
Is it a comedy? 
Is it a costume drama? 
Is it a drama? 
Is it a good family movie?
Is it a guy flick? 
Is it a love story? 
Is it a musical? 
Is it a story within a story? 
Is it a teen movie? 
Is it a western? 
Is it about a girl?
Is it about a journey? 
Is it about family life?
Is it about friends? 
Is it about sports?
Is it about starting a new life? 
Is it about teenagers? 
Is it about the future? 
Is it about the present? 
Is it about the sea? 
Is it action-adventure? 
Is it based on a book? 
Is it based on a true story?
Is it based on a video game? 
Is it based on historic events? 
Is it comedic? 
Is it confusing? 
Is it inspirational? 
Is it mainly about one character? 
Is it optimistic? 
Is it part of a trilogy? 
Is it political? 
Is it popular with a younger audience? 
Is it popular with children? 
Is it realistic?
Is it really long? 
Is it romantic? 
Is it scary? 
Is it science fiction? 
Is it set during a war? 
Is it set in America? 
Is it set in an exotic place? 
Is it set in modern times? 
Is it set in the mountains? 
Is it set mainly in the outdoors? 
Is it suspenseful? 
Is it violent? 
Is it your favorite movie? 
Was it a hit? 
Was it filmed in Hollywood? 
Was it made after the year 2000?
Was it nominated for an award? 
Was it popular in the '70s? 
Was it popular in the '80s? 
Was it popular in the '90s? 
Would teenagers love it?
Would your grandmother like it? 
